34804,55.757572,637.0759,275.5467,771.73584
5704,45.94356,623.3339,691.6531,1197.5192
32082,40.47628,418.35724,273.50095,607.99695
25757,303.1382,318.28085,923.5578,797.7666
18505,31.288757,583.1621,96.31112,639.2084
7318,71.51211,694.1381,362.05945,964.6095
4673,0.0,228.74307,582.33496,708.8476
21769,97.473434,516.9391,762.8692,1168.8998
9489,44.46531,669.7639,525.00214,1182.3477
24538,51.61891,1528.4825,101.00168,1567.3158
7384,39.095222,915.85675,354.35706,1122.0463
24633,156.4636,926.3219,805.1026,1439.9417
25034,172.89513,545.40826,801.5723,1018.5305
17723,18.400557,502.27365,34.643604,516.8365
13593,0.0,313.8986,608.1057,728.61444
1565,70.89083,724.20593,234.51332,828.2066
20434,45.067432,913.72656,253.26471,1066.4001
16335,105.20632,124.04196,861.63513,691.7755
15874,44.056545,549.5068,362.04926,840.23724
723,15.764114,149.50931,841.8581,763.2322
32102,90.65218,682.3459,444.56747,938.5976
20248,50.80168,631.8826,181.80939,741.5692
30546,77.55513,1135.047,375.6292,1343.144
22107,38.222248,527.3798,268.46732,661.8812
3449,40.726337,774.0067,623.92065,1197.1644
227,195.63759,842.708,837.4509,1366.3025
5142,139.02377,625.91595,581.0315,1041.4653
7989,0.0,520.7257,732.5495,1057.2437
18682,26.94368,1061.8447,251.46568,1278.3258
17528,21.661423,598.3076,412.27185,845.852
29504,71.288635,818.968,562.4252,1252.5912
31194,57.761818,618.6788,650.78503,1078.4901
1476,94.79568,511.46442,495.9366,834.9584
19910,91.20543,977.49023,455.85376,1204.5232
2949,77.34119,989.16864,273.6346,1121.4624
29298,16.333809,469.47037,272.0666,651.484
35973,74.80378,913.95905,140.7894,976.4383
33435,13.875061,222.42043,868.0982,843.0942
35978,62.80197,686.5702,415.67444,916.3064
27402,98.62561,704.9579,631.41754,1081.6421
2528,43.259342,371.43842,434.08847,679.24554
27608,51.968544,872.9738,159.13283,945.6066
8948,17.234451,337.58682,977.1399,1022.3818
26008,52.987457,554.4003,333.09644,780.2775
19197,0.0,440.29172,497.52905,790.0047
19985,36.207882,721.78204,130.17651,782.4892
34340,55.60747,668.7953,334.7168,913.1077
32736,62.463177,386.1238,381.75873,637.64276
10820,31.625435,658.8327,34.7767,661.1766
19253,69.79599,1253.2947,333.2528,1428.7148
21593,65.18248,832.2764,344.74936,1057.9813
8065,110.31924,1114.9296,594.1414,1545.8541
19632,179.1655,816.9492,1049.9896,1514.5582
1136,214.94131,847.3259,782.6139,1238.0187
9762,83.62253,1118.5652,173.03207,1193.2008
26645,224.53664,454.0139,715.5744,857.69165
28770,91.67676,876.7814,746.0989,1478.8816
24880,35.2718,772.3955,375.60504,925.52606
20615,77.85317,607.2456,532.64606,1051.2161
19707,26.038897,571.1321,212.32188,710.86096
17436,62.357834,1067.0632,271.2865,1235.6912
20624,196.17871,202.48737,662.3341,662.09204
18847,62.709965,280.4313,442.40958,564.6632
23811,74.1565,547.8331,881.13055,1111.2155
5692,36.693027,560.7703,199.28165,690.4788
8126,65.52821,276.01733,896.8596,944.6155
31313,34.76032,424.89468,398.00513,731.0813
5066,25.592384,701.343,26.13022,702.25116
27957,106.73579,675.4679,550.5217,953.39594
12283,86.86745,377.34055,671.36786,837.184
507,243.21722,235.5283,904.7755,799.5276
28171,8.44043,441.2329,415.73935,758.6112
28239,130.15411,890.33295,571.2239,1304.6884
23018,42.93886,1095.4559,266.87076,1257.3527
4192,0.0,741.5781,784.9239,1144.4894
7884,78.80459,715.39844,656.03937,1089.3877
27742,44.214752,213.8381,646.3333,593.5686
2869,26.17225,505.18655,53.857033,526.7291
10913,29.48106,577.0308,136.90388,637.2831
13610,133.3526,1046.5403,967.69165,1580.7533
6244,123.59716,860.9313,472.66058,1175.9602
17671,74.40969,965.71576,477.57715,1280.9698
32958,68.64825,741.0362,345.6368,968.4998
1425,62.697735,806.83276,159.46803,882.3412
14459,0.0,440.0364,561.86505,848.6194
8955,43.55889,683.09753,138.71423,765.5544
492,99.9272,1084.8782,250.80182,1205.0273
6821,75.97126,1026.8147,409.4324,1326.3153
10532,176.35385,593.793,835.9769,1225.1622
18454,63.395184,990.10474,255.69568,1137.8672
22206,129.83282,758.2291,702.2197,1240.2991
15382,71.88634,280.32355,683.0043,683.1092
2081,50.67755,218.39232,377.24774,490.05154
4033,42.9557,587.7863,356.0291,820.33813
11735,40.88249,752.3819,69.57355,775.9109
30098,74.95916,898.151,328.7136,1118.7957
29675,49.974876,542.1231,367.055,819.88556
9893,31.122705,531.36945,44.971,542.25385
17171,69.68676,380.3984,1005.3305,1091.509
19,11.203478,549.1522,171.59702,703.67523
7581,17.213085,480.982,122.299324,537.95605
5361,65.66674,257.5453,514.0637,620.2097
16288,133.75073,277.4677,923.34906,831.92694
12545,57.148182,656.4633,163.99702,738.0992
11612,107.75026,1028.2277,561.2844,1364.9789
4593,71.95722,387.6994,606.964,806.5286
34796,46.342854,427.17245,193.05891,536.99304
17130,38.374214,730.1805,147.73979,807.82336
22771,0.0,277.3322,810.6494,848.57227
4682,33.942238,794.4253,68.37423,821.07477
8647,118.04423,713.49963,653.2436,1099.6053
15732,1.703949,574.0158,594.20715,965.1078
1542,115.503296,812.3444,474.69543,1144.5925
5236,43.650867,647.011,322.19095,863.31287
18175,72.53365,955.36914,193.91928,1032.6482
6109,81.5486,1129.3014,472.9124,1535.117
6853,84.709366,337.86026,684.5179,864.4357
15290,51.180298,874.1884,84.02631,903.49384
20312,0.0,475.67584,449.0896,784.19354
24081,69.837296,932.0725,266.60666,1100.9121
31435,72.22587,1068.0767,290.7166,1248.8392
30913,51.60314,691.2572,282.27582,903.0188
1306,50.2967,416.41913,285.87668,618.30835
8562,107.610664,406.00278,652.8576,788.4664
26923,138.53828,754.54193,773.6073,1321.7383
28416,68.33305,546.5046,751.02997,1053.7335
707,45.61409,817.2186,70.766426,834.836
25083,69.91259,449.5135,591.56146,862.0077
28809,82.99922,825.849,683.00684,1347.8665
19808,128.60455,623.45483,905.4125,1276.7764
32812,60.88991,1386.2478,118.83939,1431.9531
5489,0.0,212.11386,596.31836,674.1472
33873,149.03014,811.3265,749.61975,1340.1423
3419,127.2248,829.84375,641.30646,1222.2437
17578,53.187317,723.8159,202.33727,794.807
19548,62.406914,884.70526,438.9683,1143.8179
28275,64.327774,444.61505,862.5474,966.8252
22865,178.39902,181.42885,883.6124,786.5399
27029,55.41034,563.9881,786.4765,1038.5997
15596,109.118805,900.13153,482.0539,1215.4615
5380,22.444696,594.8541,27.86979,599.627
13515,104.431816,280.09796,903.8796,960.81976
5970,37.478104,358.97137,214.7184,499.74692
29169,36.23672,765.73706,610.08167,1165.8024
21540,108.72867,747.72577,844.9233,1408.3246
15418,66.95714,662.9377,571.4928,1065.8857
3864,91.99043,282.96176,696.7537,635.07574
5225,30.179558,539.377,539.0154,899.7318
10339,101.73562,232.10399,616.79565,602.42285
399,59.98494,776.6652,397.0609,1052.3674
17861,199.7481,497.02905,876.5972,1140.972
34085,216.93698,618.7824,572.7501,1020.48663
11147,94.74864,447.83002,1006.62427,1026.7482
35682,54.50241,1481.3224,67.16432,1491.1027
17239,29.578938,604.985,466.76086,967.15845
11275,9.712761,324.06705,374.86777,593.4244
15455,93.79126,704.70386,1039.6943,1398.0775
8182,138.94434,715.832,583.7334,1109.0726
18410,40.321693,676.8105,239.9057,832.79846
4294,100.993744,497.22925,999.67053,1107.4028
12559,41.217583,684.9861,153.50606,783.88916
24505,38.247574,747.6277,772.6935,1269.4547
31294,60.80741,891.7841,277.171,1064.8071
22378,17.073837,712.36017,753.65045,1203.0798
2288,32.112175,510.11926,129.57797,579.77966
30745,26.69374,473.59836,309.27875,684.7834
18662,36.762802,496.1082,314.0609,680.71796
27602,72.0413,387.36755,459.7525,676.721
17640,12.689484,724.3105,410.9162,1039.5884
29774,37.91982,492.57126,107.41389,553.4935
27347,45.263992,658.4002,76.54332,679.0824
28128,57.45053,974.8703,775.30994,1571.3497
8578,53.170662,917.5756,128.48175,978.52783
1323,108.37371,352.6795,617.1679,765.0104
7693,156.03908,624.843,773.74835,1161.9945
18593,23.282066,622.75665,281.29633,807.4656
13457,73.9467,959.0896,376.2965,1240.6976
24672,72.952866,591.43726,712.2427,1144.3905
16449,69.32049,754.2336,406.47992,992.21326
4462,99.23333,1096.1635,354.95667,1350.3281
12249,73.23466,706.7997,699.6807,1160.2094
5856,261.1074,319.81235,823.2192,826.73047
14310,90.463264,952.2638,444.23038,1220.3353
33605,203.22037,527.7751,717.46027,943.1191
1508,70.69324,805.45233,407.16522,1103.2616
1582,59.768627,414.74796,247.41336,562.53436
156,71.750984,800.9312,163.04303,888.30273
8199,72.24409,373.337,289.8667,574.6725
2440,124.16172,518.8815,602.92346,897.14545
22572,53.01485,1000.87286,228.22012,1141.821
16038,95.976555,497.52612,434.62976,814.0051
2075,14.367516,189.06026,766.6829,728.2226
14564,49.39654,619.4148,267.3406,789.09515
18101,132.12724,750.1112,715.5103,1295.0314
10712,47.292282,412.6554,788.2708,1031.9603
2226,83.39198,963.88904,371.08838,1215.6134
247,45.45218,624.27655,176.06549,731.7249
21454,43.0493,356.96207,908.2451,1069.0754
15569,38.195614,1027.6346,45.58715,1034.2692
34000,69.66118,892.3575,116.52681,929.2921
19192,0.0,288.73212,492.09845,639.73975
31420,43.76612,698.06506,479.0103,1071.5988
22103,48.27085,1171.4722,447.9816,1477.7377
6516,31.276936,748.1672,219.0399,882.8536
34655,121.72247,1310.5365,273.33148,1443.4423
35695,0.0,409.86688,551.5162,831.5094
17858,25.489395,558.73224,747.58044,1101.847
4034,30.358566,461.32968,274.34875,667.1326
34465,67.515,297.34976,671.5244,730.3951
26948,111.559456,460.1643,483.80444,721.6312
