itemId,oof
5,86.51580096330875
10,52.90631509242265
13,35.64674880462728
30,53.61564949539575
32,62.4599640565641
48,48.967650721766645
64,29.289469660061155
78,93.97133295050834
90,70.10644297204735
118,53.68196857216662
137,86.96526159499957
142,156.63422513676178
161,51.595070195647004
168,60.55062857972906
190,68.0845977305667
229,54.40599950933391
260,71.78332542410627
285,47.69447502190691
286,107.51734599967759
441,68.72025418097161
486,59.82154028724101
511,54.96834423300525
572,61.73510088542034
576,107.26710237391936
577,52.63417403923653
622,70.61210875056088
667,154.20485601250672
678,35.25689521928214
794,160.222042972756
801,42.822848546529556
813,118.08993226370247
843,47.59626440644538
910,68.6267042700237
998,76.83630173577959
1024,43.24706851557172
1032,32.51159944500162
1067,78.51683323982232
1095,28.289830099565886
1125,49.997995933422246
1147,44.57718929449731
1275,75.95485357548809
1412,49.76924686301288
1451,80.07361985957839
1467,29.777897605472532
1473,69.82604963635141
1490,29.332470345290417
1518,79.22465858329927
1571,46.5525141487181
1587,44.12751637978118
1614,70.43142889597247
1661,36.922036046469714
1690,50.56612100276888
1691,60.5055180287253
1751,49.77419518839399
1811,28.96479762324165
1817,86.31554119551177
1983,62.85463966536587
2001,107.62697357940495
2014,70.59299371095764
2053,62.211362964746705
2059,86.90767980507327
2247,54.243329943292885
2373,130.43449097708657
2509,69.98395235164213
2613,109.2011695774697
2636,43.86282692464562
2647,69.00835186056999
2665,265.4433327884417
2685,64.9853488266651
2721,80.33991737455914
2722,35.72054750443423
2746,85.80684868119565
2757,76.5477025621287
2765,65.55569496817294
2776,57.534723098344664
2780,51.20323522515225
2786,68.14937513879865
2891,94.71670126729715
2901,92.9456409055774
2969,148.65584438087964
3009,52.89281104748959
3019,92.7943194258822
3038,43.60297915098558
3118,75.55782978758513
3135,35.17432849604916
3143,165.2872555442433
3146,64.59470108296091
3185,38.465968579801256
3281,39.44366273410024
3382,73.1762615648318
3412,57.37818948769273
3414,68.68591577472219
3420,51.323177593886385
3433,107.84186446910802
3452,108.95682459761031
3589,54.26067158076376
3775,46.87677960515765
3777,53.861728233553336
3811,62.05802147985829
3816,96.99190708937381
3927,46.76349607665133
3973,49.81657762231242
4032,95.20299883753454
4038,32.835012830154895
4048,142.0433147507309
4052,102.59558075610497
4094,76.39069325590427
4104,66.14708690401882
4117,48.57396018058868
4145,52.86164466822386
4163,59.275576673706965
4220,75.99851496045119
4236,48.63391327823047
4257,31.812220635171972
4322,27.545185839632218
4408,47.70490793902833
4538,140.253564281677
4547,89.30395655606368
4549,64.18934043778371
4557,53.22273144368947
4570,37.3698349913553
4582,123.83181039025347
4584,98.24790974100343
4608,53.45992134342334
4629,42.257770664187724
4631,48.1680209038645
4752,62.657683947430684
4788,101.57667221452624
4846,54.06219478926903
4878,66.51437874335431
4927,39.75912437377996
4936,72.26351019887002
4972,75.33661774103689
4992,59.97510556045784
5009,76.04473276958458
5014,55.450958041043165
5067,69.33034506748372
5169,38.36213520544432
5205,56.07640724922371
5286,43.75464338117144
5312,48.82641992857845
5389,28.927868657133104
5444,98.0316156116192
5447,127.21576782980878
5466,42.51764361249012
5471,75.86461927245256
5519,67.72678822432022
5602,128.80243171101782
5604,61.238204318364325
5611,80.04237969460888
5647,66.97887525519661
5670,39.48044467662117
5676,73.49098486592159
5705,111.00537835198226
5709,45.94353678015063
5778,167.96934092911746
5797,33.61385082134933
5886,97.61667906948051
5907,55.45142719484917
5920,77.52002942176823
6013,48.54116811824399
6090,93.97509874448868
6132,49.43724726500331
6162,76.5265421080602
6171,110.94132866080894
6219,45.76627692278173
6308,38.58432114008732
6433,55.68421973253294
6441,42.268409269879584
6497,74.50710422996538
6606,69.49942985912246
6646,38.113651347160186
6665,45.763178876533566
6736,33.9287235042706
6933,110.76674860528762
7010,37.742795016476165
7090,86.20909866074862
7243,169.2139622745607
7266,44.15021985479847
7290,69.92529194363794
7305,76.19078787543793
7394,47.83045905092211
7439,103.98241718134997
7458,48.48827791147054
7478,47.838271249901005
7481,30.046139017454102
7485,39.75858157922286
7535,55.659252754999216
7555,55.73372210319198
7591,115.64059535534443
7617,54.70697274783694
7673,79.14271041883897
7707,68.31027160719039
7720,43.74172041293783
7761,29.067732029470495
7815,78.18988268384204
7862,95.0999174681928
7876,123.88171110029063
7994,84.24470515089419
8127,85.26271682391798
8180,66.1684125902135
8271,67.17268911494949
8288,78.84968233474795
8296,63.466467432563796
8316,61.77499430412542
8324,109.72963550778678
8374,110.40169982932565
8376,104.6115673439255
8387,164.10320324313432
8398,54.279027617633865
8438,70.3210006029792
8506,160.9955845137602
8520,62.21985570426615
8569,71.16530956929208
8585,110.31021969629411
8636,97.76036916946397
8713,78.47959849374622
8723,82.33456614937784
8747,151.98386614898217
8774,164.38168952538783
8836,70.27301176364219
8904,44.95821721770706
8924,86.91395908161799
8947,141.25190585419415
9014,51.501749562679976
9021,31.44523303662485
9027,117.12791517002309
9044,28.35731757777581
9122,68.92191700983415
9155,38.84079479964852
9180,57.06305429153551
9199,71.82389639450295
9209,39.584064623225586
9211,64.56081913946406
9292,28.66373620382971
9323,41.969798182688
9333,79.9284322072105
9395,109.5151129663507
9407,52.930516876078315
9427,40.441835597966666
9454,115.50927874660452
9467,74.37917436436572
9481,133.19009731907542
9523,41.2370104547822
9636,128.73303984381704
9655,79.10787555433019
9663,60.602876777953
9713,51.839475621475614
9743,50.163208628500186
9813,56.053457093396354
9880,89.61808527401928
9890,110.10964824630307
9894,42.01805563788506
9922,91.57386207358651
10004,40.962892187185545
10006,81.09696638918534
10010,57.27051585771932
10058,65.96965104004316
10167,73.23450890047599
10201,64.33488930147857
10255,55.257205027913926
10273,51.394630847271195
10323,63.79257301057006
10326,45.28137864072868
10358,65.07588701506953
10412,227.40377778104522
10417,119.39468819764689
10477,44.5488690821127
10521,52.05924155656031
10544,32.38817282229366
10598,54.89816004050352
10626,80.18004336506735
10637,35.55623436980633
10727,49.06074248043492
10732,40.45846009360816
10766,77.2698258295725
10785,139.96530225132503
10845,33.4901948152315
10867,42.614136431803004
10878,32.66872306123368
10896,88.27661311325978
10916,43.88324957646507
11031,53.69002716894064
11036,72.0259312235161
11109,141.5842156932848
11131,51.319677865096274
11174,151.81023070941006
11184,94.94392713539625
11212,26.856635433219964
11214,131.87271828224584
11258,32.11006257994963
11372,58.13447564986133
11383,130.53484286511295
11687,54.54217382709324
11703,31.08557777668063
11796,87.34898067798916
11805,40.36529727359339
11891,71.71997042633595
11910,77.31186528126548
11921,33.297015774758755
11938,30.904219102343006
11979,151.54211366239028
12016,36.58925236849566
12215,67.14302973944382
12233,39.90220551734351
12338,53.50418695819706
12371,65.9097427410825
12433,41.24037881081506
12466,42.781559054764955
12488,39.02883227883811
12515,57.85199383667525
12543,30.529256823322516
12564,110.56945359747826
12582,150.94548095411193
12667,32.667244320066146
12669,51.27017562058711
12677,82.97142725372122
12695,126.05717507038689
12701,53.80897434353454
12780,58.33271007340797
12788,69.22321397364429
12796,37.522139111801394
12831,87.16619741964224
12908,210.14442369916665
12975,94.79803398447432
13007,49.23218567465095
13017,51.50200190494537
13110,48.78735419049862
13134,76.2295236862549
13145,75.79806400393184
13194,33.66540441078872
13209,49.679880317869404
13260,85.14309552118084
13293,98.70562400983863
13336,17.879077941114268
13353,110.84696388637158
13386,78.10193117938822
13438,47.20226242527898
13502,110.60684976995263
13504,63.65781708738014
13526,66.19787633919357
13623,42.65816540072579
13675,106.08074966652238
13695,51.39637856629001
13738,52.23634517617163
13778,68.68868322142416
13832,59.40543531607826
