itemId,y_pred
18,104.55222742387235
19,36.22528908732208
33,44.23966046569109
62,73.64136786472395
114,43.47978353384086
146,42.971390494425705
156,64.68029511965592
163,27.851633288107756
164,64.8478581759792
179,69.49923238658381
186,117.56781974978853
215,178.83079598317534
225,42.62736180623783
227,160.16433643437486
247,45.01347249511559
275,72.16273796887934
311,86.22280399391667
399,74.45690014225178
421,58.680636117389426
432,54.75254188327598
442,39.71392269422638
459,14.942282319015986
492,79.91012445221395
507,151.39474215366332
631,163.16537172743483
707,43.37612460053997
723,120.60265740538642
1003,51.018291271649666
1065,65.48293061530254
1136,181.934856940825
1187,86.28136373261373
1202,81.52707422920207
1216,88.03811992439205
1263,103.32195214390786
1279,116.32237150294779
1293,50.72579958512466
1306,38.134369656234
1314,185.1694220361088
1323,69.39488568210707
1364,67.63598837659927
1384,30.06003767528761
1406,49.29095087248113
1408,65.69635510699906
1425,59.399954112862574
1476,80.37180364355675
1508,74.26956693207218
1534,99.9099102205767
1542,97.46037968651618
1565,60.751176405643584
1582,39.61799429298652
1620,125.9588966274639
1650,42.56965451282189
1729,90.57263277161802
1748,69.28984935330239
1892,45.096663192347
2075,68.758219875126
2081,68.94772367621162
2226,65.22817894957757
2276,41.580822371902826
2288,30.459945895910835
2381,23.723920340601676
2434,66.92594397997406
2440,89.0750205639609
2476,70.7531187701063
2513,34.67707843993843
2528,63.69918446597404
2644,38.0030761603887
2669,47.553715581759185
2724,42.09495339208797
2740,76.1325034048296
2766,53.72204856015497
2807,64.54120656182957
2869,31.68051787165505
2874,110.2260622846934
2949,76.12378101467098
3028,66.12626083243656
3079,18.375345539588622
3110,49.72291611962828
3232,40.55006339919012
3252,72.70598310898419
3301,53.77327670915133
3357,39.37652602877691
3419,111.76053436247143
3449,56.95333071245278
3665,57.29534545190045
3747,121.3061565822523
3769,104.09907835157021
3770,50.74321119277519
3864,72.02269840334958
3895,94.28129963652158
4033,33.15300597017052
4034,62.39935208086602
4063,70.74146681490167
4099,59.08540717261881
4192,63.89011006917964
4195,63.242956440381455
4294,149.0011666581671
4396,237.19486619619488
4462,56.47530144366699
4585,66.62581866092134
4592,49.511991616251024
4593,75.46905524838317
4625,35.05319010095479
4673,73.66999153412311
4682,39.32398270028196
4693,58.89530970830414
4724,45.666000403082435
4790,36.1768164048629
4997,80.70640911985322
5066,31.54749595386696
5100,32.640329564443256
