itemId,oof_Xmin
5,85.10452614436663
10,65.84527751335254
13,46.88677700783313
30,60.95145875771308
32,33.756203040715576
48,53.715947645285944
64,38.71031766759381
78,50.12663836766896
90,41.906798818103354
118,62.34624254490168
137,50.259826550041616
142,158.61770597913477
161,42.125194172409124
168,67.6822181196958
190,42.96053815840216
229,49.68413926189202
260,72.30829149583167
285,43.22537955343512
286,74.10235568247099
441,49.36836892310977
486,61.91449359689446
511,57.017815943912034
572,45.25740062326263
576,108.29220044206293
577,53.76953975314242
622,84.39959457294685
667,159.02819871775247
678,46.77605623149773
794,77.0375099367482
801,47.356525448368394
813,91.25580725329445
843,50.47795729191122
910,60.98963157432518
998,75.5978498467055
1024,50.340616133310924
1032,36.44081167019963
1067,72.37999611952735
1095,28.581614873812132
1125,56.43119778717966
1147,44.813148231024286
1275,71.88821105889704
1412,40.546415933529225
1451,21.741303556627077
1467,26.1270234802985
1473,82.40635908148332
1490,28.858512673202096
1518,80.73491817034926
1571,49.227937752632045
1587,39.559065367590144
1614,62.092520980381764
1661,36.861127671069724
1690,48.400289468732495
1691,40.9801625721019
1751,50.76903282881164
1811,26.75623778613586
1817,116.95635860896643
1983,66.62998655533487
2001,111.09389419937645
2014,76.3615227711937
2053,73.53562389333999
2059,98.62196247335856
2247,42.67151287856417
2373,48.01734943302558
2509,72.25274534766544
2613,113.86557750243871
2636,45.988269865985835
2647,78.92897187056518
2665,153.86512754531836
2685,71.2717255742843
2721,72.03039054108787
2722,27.136006695428808
2746,57.935722918764355
2757,74.61006270861365
2765,59.72413036302243
2776,21.873390958117334
2780,46.66796054145175
2786,65.2781269817741
2891,72.36331118059555
2901,80.39661821762682
2969,132.14760831223867
3009,58.291837623298306
3019,90.78657307710958
3038,51.72484237141097
3118,50.10035157853192
3135,52.46176479017694
3143,174.44329453205197
3146,66.28221274578554
3185,41.04821481780319
3281,35.08282333923818
3382,67.73231384506924
3412,56.875166607539875
3414,57.684120255945146
3420,47.34753229910968
3433,97.87628550058969
3452,54.63961563594436
3589,63.84793347243065
3775,60.98641967203068
3777,46.08233149046883
3811,39.68632037182239
3816,93.4187915701556
3927,37.73443704750733
3973,51.42492804145702
4032,144.72001773618865
4038,25.104685124497447
4048,114.7659536919651
4052,115.79598057212192
4094,72.268354718464
4104,30.78308917638147
4117,43.674664553764615
4145,56.49180837022251
4163,69.6161959566809
4220,79.81596352358433
4236,39.1304553376214
4257,29.27054524384327
4322,17.72516266552183
4408,47.59630911902614
4538,63.056987769924206
4547,62.990635979299306
4549,73.53436878389559
4557,52.27015427456769
4570,37.61466039766833
4582,82.95142287570133
4584,83.8384425546844
4608,27.302529591518116
4629,45.52092232431151
4631,54.830117306351234
4752,79.87943561998237
4788,63.719692349201516
4846,48.400224778880556
4878,51.046697058875765
4927,46.382472797963956
4936,62.57461974235254
4972,52.525792584848396
4992,47.15436521767532
5009,113.88625827172544
5014,53.07799255212702
5067,65.19516648733764
5169,44.872068806545265
5205,46.16532826050067
5286,44.17654417962729
5312,46.84247173055804
5389,29.218634206815747
5444,19.96145635159984
5447,89.84320654148982
5466,35.274406251117014
5471,69.9138376434403
5519,61.64707898206121
5602,45.60485806864064
5604,48.78307346921923
5611,74.50243396195584
5647,55.10031746035507
5670,53.86641959710288
5676,75.91798370592741
5705,89.07237973285065
5709,42.7046470185915
5778,190.5194614949922
5797,28.783035154415124
5886,74.15943445504055
5907,39.910448595850134
5920,85.47752985025399
6013,48.56306474650532
6090,93.04110166025217
6132,50.9380502757854
6162,72.46877057125438
6171,106.33420923496334
6219,46.471777081584484
6308,40.42219608154527
6433,52.603291686001434
6441,47.68953829454624
6497,55.478396956789375
6606,63.99527673197968
6646,45.05537168719469
6665,45.97288389494594
6736,27.81535455952045
6933,49.90568522616661
7010,41.77601965230668
7090,81.34731865856021
7243,147.33456184667057
7266,45.42575134927845
7290,77.17254435457119
7305,78.7553382004475
7394,52.48715145426383
7439,35.98421114732824
7458,52.58347976794453
7478,51.325670518939674
7481,26.32948212119562
7485,28.4336698655918
7535,32.12179192217441
7555,55.505440510316774
7591,59.67548865831425
7617,60.83174829524207
7673,76.71707551293788
7707,72.63227031819278
7720,43.030549066385234
7761,28.35840084304761
7815,43.4612880845424
7862,27.01004726454537
7876,88.33517049393231
7994,65.97597427668194
8127,51.825472783799434
8180,53.53956042843813
8271,73.07205023195174
8288,70.91188090261036
8296,55.502802474526035
8316,64.39490928663933
8324,71.7462117862753
8374,44.23736724931141
8376,91.52372187795748
8387,144.0039967821164
8398,51.902437755237436
8438,66.23524019718192
8506,58.4818597409719
8520,60.810333293444984
8569,51.12437608710314
8585,71.36882598557442
8636,118.78500296403331
8713,75.73963351117591
8723,93.9676678051998
8747,81.98900155617844
8774,99.84910736343333
8836,64.48338456665724
8904,43.780712681063406
8924,80.57896065200369
8947,90.75589852911793
9014,44.32531617543209
9021,46.757670716098104
9027,85.32562152236032
9044,41.05589622394171
9122,66.09056494844819
9155,28.987810434245535
9180,63.425181277250154
9199,65.49553751586947
9209,54.71414139604613
9211,38.64940784400877
9292,38.85067866389804
9323,42.290871552708154
9333,93.48581918326522
9395,103.6357573743348
9407,57.256866819525385
9427,47.11058294268736
9454,98.41211392823789
9467,81.78042621138806
9481,101.54567785964214
9523,52.31148984751196
9636,102.71810853924734
9655,68.775802742213
9663,56.39723447087922
9713,56.88266721540749
9743,48.50669294725113
9813,48.565732930811436
9880,45.91969873836103
9890,144.8444048922106
9894,43.50630772636713
9922,89.10612045616293
10004,41.865583970128945
10006,67.56438583119406
10010,67.76691178303103
10058,59.78318677145126
10167,55.37536377084392
10201,53.063938375362405
10255,52.92287597505981
10273,52.97804366886925
10323,63.33131780250954
10326,32.30900539299941
10358,59.40318547476992
10412,79.49320625138729
10417,105.81195913990287
10477,53.72793932951491
10521,56.69167115484303
10544,33.69702802889718
10598,63.8105217231149
10626,64.682380287765
10637,50.14903297441983
10727,51.74168482402045
10732,37.60794206088459
10766,47.767620254002765
10785,159.95753948906352
10845,35.00967662956475
10867,39.18981432824403
10878,35.044373446681696
10896,52.16965899478457
10916,39.26405211632033
11031,51.010321736374294
11036,70.18582335691055
11109,82.2347062582517
11131,52.88667789147522
11174,182.99090949583356
11184,119.79701951753361
11212,27.07575132785218
11214,63.65359935997933
11258,34.833509297410934
11372,51.95108939151313
11383,76.17716475020335
11687,59.91310201177859
11703,43.29394951091263
11796,46.27317515012861
11805,72.07811024256445
11891,76.81975128487207
11910,113.5391707305942
11921,40.793365624599
11938,37.95197470184277
11979,167.45923527200023
12016,34.111205568946865
12215,72.6236912571031
12233,42.1642945787863
12338,51.59062114744034
12371,61.400397614124614
12433,40.56881993868216
12466,39.46039201040502
12488,46.25987421883553
12515,44.831640112608326
12543,34.33305324930213
12564,76.53103446738861
12582,116.1556887260177
12667,56.11477879549498
12669,62.88919310715149
12677,75.95745485059932
12695,103.2317973796786
12701,58.77554520901602
12780,43.77635229701863
12788,103.57765687989341
12796,39.69041212177871
12831,83.22699269795669
12908,164.11042266989188
12975,93.33875048050393
13007,50.90741935955166
13017,33.65228745504351
13110,48.861376188626295
13134,74.3758677078048
13145,71.14159735835302
13194,30.656644582579304
13209,45.02604326604676
13260,70.91866505821784
13293,86.42074700326002
13336,33.81636296579761
13353,61.737566871352755
13386,79.57429649549466
13438,40.32821939685931
13502,41.5755233534276
13504,60.022960657791884
13526,53.80037735885058
13623,37.55078603319084
13675,107.61564701551218
13695,49.823930261340806
13738,43.80781787104057
13778,68.74760466991096
13832,55.51042402707963
13844,129.34001065407736
13855,55.48624716552146
13862,59.52582002828958
13871,101.49549700137099
13899,103.52393365326577
13954,57.556347872314454
13967,58.712779007654724
13983,42.12080001309168
14020,64.95736811378363
14045,48.02012900302857
14056,179.39071743837368
14067,28.59095053767076
14100,59.85451184665862
14182,115.53827851375868
14203,56.89780348091547
14215,64.30472979983776
14350,53.34008737627659
14408,63.90571951641341
14480,49.96245280188381
14574,76.09680750061189
14575,53.49870083485292
14676,126.10453235644226
14681,64.04694179587746
14685,43.74404374711742
14941,28.243062972702205
15026,95.5580824945018
15092,61.808355764419574
15096,46.45893543173991
15139,49.58320905662617
15150,66.78620648502817
15247,34.501139738758006
15331,120.93624376771216
15352,73.30992399421883
15374,43.678320509103436
15421,60.553236905123036
15471,93.44518650715465
15490,62.70731422096899
15600,35.91045177533445
15635,72.97602699318591
15657,50.06135361655611
15705,48.2052612691964
15722,21.196272311188785
15763,24.71993706410468
15792,60.30578236524445
15826,69.07479021271999
15840,57.67479258329593
15842,87.85153773649122
15887,87.78624250232603
15913,42.00560219940222
15953,62.463195537885916
15960,40.203507063010406
15980,58.480310272827886
16044,45.09099726740331
16045,9.270632283875319
16066,76.7377479771351
16073,47.80048353875626
16118,47.69433901755516
16228,32.19543832806105
16236,60.82081281949484
16237,47.57708329484877
16238,111.67206965701733
16332,60.313235031662046
16356,38.66397704388605
16456,139.32390073637873
16468,77.20795993660934
16515,25.383054795507476
16538,52.872966183298956
16681,38.03515415344236
16809,37.5070124977086
16818,27.46208536417684
16845,90.96437892802689
16852,45.687768245090425
16891,89.70732378105816
16944,58.56508071302398
17007,40.89602065141671
17132,52.126293506360824
17177,39.96434379291309
17180,55.03699680800896
17190,54.98285718223777
17191,69.28203194430263
17194,17.674125168535344
17208,53.69748395510572
17216,60.19588910479843
17222,63.07402708848111
17240,38.74613752332986
17285,60.7820805637241
17324,45.502444901307456
17366,61.445587204249
17403,94.0090511683618
17415,151.23814319716078
17419,50.12422383726428
17449,51.142907038930794
17580,57.87291225952059
17591,48.51571432503855
17604,50.81249731738579
17622,113.53187667826842
17653,37.15928649954746
17736,43.34037074533451
17775,67.65891948401135
17852,51.51930323306452
17919,54.96804646712295
17925,83.53921565584096
17990,58.19603589139665
17997,61.789696720551596
18064,94.81892487031155
18093,39.841103596445514
18096,75.19525446427127
18120,69.5575553162578
18159,87.49156210482805
18167,35.63272834342617
18168,88.99013841897994
18232,55.842850995709675
18269,67.499924373025
18281,80.95310039759812
18346,48.128183896804984
18371,71.89636541248039
18374,47.3694518740355
18453,48.64773412967028
18490,51.7160619433121
18493,77.00735781234566
18546,42.25605112280453
18712,43.72550735172718
18713,70.63162862218313
18729,62.9401792965338
18750,42.594654166477454
18756,67.8663317185886
18784,72.80535403562054
18796,57.49132704743213
18830,41.815651152464554
18864,91.87748646767567
18994,48.280864329999446
19022,66.95791724623116
19043,61.04220077201755
19080,61.638555552148055
19082,40.05846063159065
19125,40.64577382448818
19179,24.43839829744363
19187,35.08069015109892
19200,67.6505224730846
19229,47.75613229658037
19237,65.58192915224772
19239,77.70934362126637
19261,62.878237399837445
19262,66.61390243020053
19388,45.20466978612507
19394,30.26230299814928
19471,55.1999426308538
19545,37.92528808513246
19558,127.29207387737067
19633,62.79314196213351
19666,30.75916582637702
19745,45.795540501355696
19771,62.02515913005795
19799,76.97026389837455
19834,55.915428396326526
19846,51.70419328836636
19861,55.26015883080267
19871,51.5126372983491
