itemId,oof_Xmax
5,532.2441836569039
10,393.8861287633914
13,617.5296787733525
30,312.3243241448927
32,327.90303843342156
48,168.44449644142247
64,246.37921464905864
78,608.6516944633636
90,498.3828869028046
118,220.96768324512644
137,721.4708925920991
142,635.2338735076102
161,278.7639374330161
168,475.610502820322
190,693.5411675035754
229,636.2486121344757
260,498.85952639362625
285,361.5997323012796
286,733.5886073516853
441,586.6883707212957
486,392.6775435908353
511,228.2913817838795
572,745.6902856304503
576,509.6793451598909
577,144.13639504537164
622,566.879326801664
667,752.3798661626381
678,202.6870475063397
794,903.5352507398707
801,231.25354318735316
813,721.8460094328174
843,77.19138818964946
910,429.19729045975595
998,693.5023731950396
1024,270.6808713887643
1032,196.9792663298953
1067,710.5689873949071
1095,43.22418296357596
1125,491.34272531850934
1147,168.4780344446654
1275,333.4500673323426
1412,827.9647763297862
1451,795.7645085773997
1467,74.83955447792526
1473,355.9760254699015
1490,74.03979508781063
1518,763.781499228157
1571,202.87046802542187
1587,81.82385640979174
1614,837.6977510292555
1661,73.03972609386264
1690,366.3806810081899
1691,439.53974888173946
1751,497.6138084905251
1811,73.87925891372532
1817,764.2927018223147
1983,275.4002768999659
2001,342.28020174970175
2014,654.8966194776218
2053,706.2440933353606
2059,429.944937620497
2247,601.6718418242367
2373,803.0203678855814
2509,381.2440887501934
2613,342.29946456059497
2636,575.6594304339081
2647,346.26645496695505
2665,850.3881557690763
2685,387.07870075346204
2721,481.3939193846434
2722,307.23760913780717
2746,803.4735069026684
2757,473.5664418086589
2765,594.2713444669461
2776,592.4362348624567
2780,534.3057561406438
2786,437.3715221786005
2891,778.1931096572712
2901,691.5217583294691
2969,758.7168096525645
3009,170.9382136213923
3019,592.7435752895788
3038,293.52619351160087
3118,754.9521160237515
3135,593.6214018482616
3143,821.3259767967903
3146,689.6153680963737
3185,643.740983875464
3281,315.5983328287156
3382,378.33484944616686
3412,299.45950576044766
3414,140.18863845608203
3420,279.67216837364185
3433,769.0268836429165
3452,752.3638460707476
3589,164.27486937680715
3775,283.7017490602442
3777,689.7344732155794
3811,647.1078981282944
3816,459.2633174438499
3927,169.47520543391462
3973,99.18346644612049
4032,769.714328475132
4038,43.767692623971826
4048,824.639052778877
4052,679.6657959782735
4094,573.3336950925633
4104,583.5914255548361
4117,133.3098396149201
4145,707.7220649070498
4163,266.0927302162031
4220,464.54711245775667
4236,689.4413053923737
4257,83.65063368739224
4322,58.43240411754614
4408,89.88799437716867
4538,810.9769299742703
4547,728.2817930874949
4549,298.0495619188163
4557,103.43210824081912
4570,93.5744534643628
4582,835.6872363557054
4584,712.1801619680174
4608,682.2736430183231
4629,355.585435917542
4631,365.0176929778563
4752,153.26531288494908
4788,832.1848359693055
4846,372.06819892772324
4878,585.5155825451147
4927,606.7308272841519
4936,546.508646702728
4972,802.6988869780648
4992,272.0066719861598
5009,676.5411628703555
5014,381.46512079997757
5067,690.8582780744039
5169,168.1760093375226
5205,165.89408537823428
5286,111.59464993731508
5312,88.40501356136403
5389,77.20650164224537
5444,888.0709838955785
5447,854.4664691769369
5466,164.9134183534852
5471,567.0223125034172
5519,465.93112622156684
5602,745.9975842224688
5604,818.8286543476906
5611,665.1041985744571
5647,748.9610606115265
5670,828.1967662122245
5676,194.01596226496284
5705,450.23434899173526
5709,713.444558188387
5778,689.816325345777
5797,694.8207603481864
5886,716.6418904554253
5907,547.2789630626637
5920,392.5152552899175
6013,63.782143561597444
6090,387.17571669961626
6132,268.8926056999754
6162,542.3878147861914
6171,834.2822892820755
6219,273.4880654708113
6308,194.28539348392135
6433,70.77429164498676
6441,393.99414636106036
6497,414.9571760521012
6606,677.4268900840085
6646,330.35681655267354
6665,80.57401362232936
6736,193.02614282032542
6933,771.809260039127
7010,316.8910493033605
7090,374.3501902770754
7243,805.836772829529
7266,359.42037029255437
7290,662.9365574156602
7305,473.48989908868344
7394,256.98045721028797
7439,757.344873564279
7458,267.852487964
7478,317.40169734110356
7481,54.386154140613876
7485,196.88612474957915
7535,601.5304864264866
7555,100.38192997869534
7591,701.4301580729492
7617,186.7193619136073
7673,396.8714245412689
7707,173.01341885883903
7720,108.78208137600355
7761,41.36692768753585
7815,563.9864385115543
7862,784.9875797030325
7876,629.1014778632522
7994,835.5464925485617
8127,677.094157302599
8180,631.8839962901574
8271,505.1258223877647
8288,377.1084846411864
8296,587.0789712074945
8316,298.872323670502
8324,743.5382755852921
8374,798.3830489524578
8376,783.4266506704095
8387,512.0075146535055
8398,56.89054650942934
8438,348.1811147621
8506,811.7705997325445
8520,381.77681840977357
8569,772.7253543337588
8585,760.136451526048
8636,590.326487742809
