itemId,y_pred
18,103.51413892797126
19,36.947911661010224
33,43.97871620143742
62,73.8898092351445
114,43.320757083053635
146,43.740444303833385
156,65.32632774537981
163,28.59170671872137
164,66.65259049504064
179,70.31314707431349
186,119.9793288080914
215,179.55424406734818
225,41.52220118514896
227,161.26968267867275
247,45.19451301513498
275,72.1948623817401
311,87.69325287898086
399,75.38368488503184
421,59.445756026791
432,54.92860728993037
442,40.674616830404034
459,15.835271956927208
492,81.80445115210082
507,152.89987602968816
631,164.2217122331935
707,42.66512026138625
723,122.09387631016621
1003,50.784828494308826
1065,65.29954892426066
1136,182.78286548239987
1187,86.77643215466452
1202,82.1934455177482
1216,88.37763224047694
1263,103.18167742340164
1279,115.49574804127936
1293,49.63304750401258
1306,38.00630744813199
1314,187.8520381588845
1323,69.71093233252027
1364,67.36771149914925
1384,30.102713461049024
1406,49.039944687758876
1408,65.35923164129427
1425,59.49472421183067
1476,80.81648997568286
1508,75.386734743561
1534,101.12872490263312
1542,96.37976377671404
1565,61.117510219120135
1582,39.48402161653597
1620,126.6769435729574
1650,43.2876700915425
1729,92.62354633696982
1748,69.3989923814093
1892,46.39084657938906
2075,68.20062156576654
2081,69.28676056476618
2226,65.4919896708127
2276,41.900121432302804
2288,30.682717622310225
2381,23.90819748129425
2434,67.25612380174202
2440,91.22957207118618
2476,71.29772953996621
2513,35.03455848506915
2528,63.49531547756109
2644,38.77212723471891
2669,47.13086858362769
2724,41.92883760272419
2740,77.13633856359543
2766,53.97102042404187
2807,64.72417534026143
2869,31.71933840595812
2874,110.28418282706085
2949,76.25744918677827
3028,66.03424270596058
3079,18.594063002754442
3110,49.10632779741201
3232,40.78135146170026
3252,72.96363550734671
3301,53.68673984950988
3357,39.967796826554455
3419,113.65988740563455
3449,55.09960267943949
3665,57.40213569337476
3747,121.0519706923947
3769,104.59479119996999
3770,50.29270276981049
3864,70.55064466957501
3895,93.59179168157888
4033,33.349753686873726
4034,62.508231386028555
4063,69.62083705291064
4099,59.05305835656024
4192,63.31544024327814
4195,64.97575551296418
4294,151.24134291983933
4396,239.86709377688302
4462,57.6041307275428
4585,66.37543749142284
4592,48.902407762369535
4593,75.17313432653371
4625,35.99731975707968
4673,74.43985939785026
4682,40.020897419157876
4693,58.62950963185123
4724,45.55875068427014
4790,37.73869041710582
4997,83.39053101523814
5066,30.574090714369724
5100,31.316606768951058
5142,84.85644958982658
5143,227.32984875321523
5225,47.723937479756444
5236,46.82291105288336
5271,49.07316287583781
5314,63.9942400610028
5332,96.30088588776093
5361,55.60908740451722
