itemId,Xmin
18,96.49712890884734
19,40.7769040156618
33,59.56194230245281
62,83.80658309668529
114,53.31224299197844
146,72.52723425961337
156,57.495987579579705
163,37.77384240312956
164,57.23388672801805
179,72.83030735075393
186,124.53853911499566
215,170.83167896998424
225,45.04531856228958
227,173.61345002336634
247,49.656704103653965
275,99.32018836999444
311,107.79070103908225
399,83.4776593232798
421,60.22536973908906
432,64.6286159995233
442,45.81184465021825
459,31.40095102492465
492,76.49680913994698
507,140.96531185391055
631,161.3354940109604
707,43.87738729180802
723,105.40433336090697
1003,63.52277052963309
1065,78.85692810577322
1136,192.52114745326207
1187,88.8835073887149
1202,78.06884008780611
1216,104.0718417295561
1263,108.15559296315114
1279,111.16014308144847
1293,61.479035631676744
1306,51.499140842653766
1314,176.69015665227823
1323,83.52129257527969
1364,92.46476518951329
1384,36.944898594302394
1406,57.137747599073734
1408,91.21868875683793
1425,56.09296582913606
1476,108.7834756995269
1508,78.6427483242569
1534,122.76718512154642
1542,100.4506949033009
1565,60.82182594596469
1582,54.07314175748945
1620,141.44980766623635
1650,51.80526249550373
1729,114.2150712844435
1748,81.571822894648
1892,71.9738416677909
2075,72.80057866258079
2081,62.62974549774892
2226,78.08760019605324
2276,46.06038961214918
2288,36.02799252501224
2381,68.88045993975808
2434,70.24576876962135
2440,121.52027591371322
2476,89.48555298214511
2513,37.24085258238464
2528,71.9742203835117
2644,45.04042506729266
2669,74.09950583192003
2724,58.1709439623175
2740,98.90521250203801
2766,80.91819344374636
2807,72.96100440585919
2869,28.38750194785513
2874,99.65853817834747
2949,73.69713454369335
3028,90.22815860967151
3079,25.71261189405826
3110,71.62397684028889
3232,54.440407481693335
3252,85.4920391706189
3301,59.47959596671684
3357,41.079466598518515
3419,128.52015942737063
3449,71.80244438423851
3665,69.03061972050466
3747,132.15153077002955
3769,113.59196908445172
3770,63.00563222853463
3864,92.33114333662496
3895,90.58085560121918
4033,57.38102390043892
4034,62.103117638616624
4063,80.17165255463397
4099,74.27844674482574
4192,78.80271897265193
4195,76.01103266396788
4294,138.53472853790612
4396,220.33580296216502
4462,79.03653535495562
4585,86.08505111691524
4592,46.61482636355868
4593,92.32618656031484
4625,36.20606138003926
4673,92.4725273756193
4682,39.913245707675145
4693,82.16191209736243
4724,55.031292020739826
4790,79.9441383787981
4997,87.29263807067271
5066,34.50606861305597
5100,70.53857610280279
5142,116.709350163232
5143,159.94405793248742
5225,65.10548095872598
5236,62.87161826371646
5271,79.2190810800666
5314,90.0335771686521
5332,98.66875614893974
5361,75.24455317432526
5380,30.270671014148192
5383,50.35061202262427
5461,60.55582831243362
5489,86.81369279104092
5496,106.92662589218762
5520,92.2240838693783
5568,67.35922067999527
5588,83.20192018991777
5620,38.69765000663528
5681,40.28016746681468
5692,45.755076010961254
5704,78.72465553627582
5740,51.77897487762388
5747,73.31050827757143
5856,189.38500406175433
5913,94.12600773203556
5970,50.335773890224445
6109,84.19959522596054
6163,101.15004968863347
6244,113.85830387606856
6254,52.276124029748
6516,46.34669861149875
6520,96.49131403386917
6544,52.228552000151296
6658,79.63229480753074
6668,80.00683916753863
6770,81.57049865131216
6821,74.09047964977883
6822,205.49578135517606
6853,153.68589337058899
7133,84.78047134774988
7279,63.2775383463831
7318,70.54266099441273
7384,77.56227607784184
7418,41.2486118722417
7448,111.2407342429518
7506,43.66490074758835
7581,28.19673556751396
7629,49.508082013350275
7683,66.21394745242559
7693,98.51499363482773
7778,62.8876304300707
7838,74.587382244169
7856,27.899073829576473
7884,101.46947539054403
7888,105.0969209398823
7939,51.00633508243855
7989,98.2490623838698
8065,84.11886530963636
8108,88.66309640273143
8126,132.37114310089459
8182,119.5417555548269
8189,73.35451779522778
8199,55.70755444728246
8200,92.3725750618511
8204,38.383579611754314
8280,138.3186908234092
8319,81.95338474380978
8358,24.75582813241565
8446,125.34870115316077
8465,66.92983144234472
8490,86.82477114965663
8516,48.713584034574765
8562,87.8522784008425
8578,53.45424706659029
8610,58.420625427202545
8647,103.80516218716534
8761,47.20375687174124
8799,69.40340592764367
8841,77.53990220484991
8937,40.31885115627586
8948,141.95964234715635
8950,114.18574949318705
8955,46.97958864357663
9098,84.65791306428649
9216,39.30283480836785
9306,53.26164266452838
9444,62.53343322389098
9489,65.13291410007287
9539,62.81623372029611
9606,56.33641934293837
9628,46.904828977887206
9762,67.75950658527071
9842,65.63116293958525
9893,29.748908436201965
9951,89.24237275847517
10052,90.45853764911129
10195,33.35060199126607
10280,143.56556030775192
10339,98.05936412132094
10532,105.30728081245631
10634,64.54265841441249
10712,85.14573885566597
10723,151.52922030527418
10820,34.97084700869793
10864,79.94844680023823
10913,38.61490612708609
10983,63.73041105374048
11147,185.6919442260067
11211,124.43159734376991
11275,63.69426088259699
11365,137.30079611269457
11380,80.82938739913592
11410,106.84476273469551
11463,98.32474758190119
11468,31.047324479806733
11612,86.56496088543767
11735,41.53174310402652
11736,72.8912086097817
11913,122.95547692352872
12249,92.16748701554639
12275,29.70466632389067
12283,88.26278068315266
12300,104.38606296878476
12448,90.16559960491942
12504,80.13457237680805
12545,51.68864586813396
12559,48.10624938557636
12662,63.99515852554954
12851,68.8274144492276
13115,137.61156649035064
13156,57.87362417008665
13162,128.3226869984895
13288,46.44444417101339
13369,78.96984485067398
13413,69.4926080596832
13457,73.82197974919953
13515,119.62906463031618
13593,107.26655628048742
13610,101.80425636139746
13720,92.68385458962587
13751,68.47907091664884
13884,76.9235336166056
13921,87.96933644606463
14033,37.26923494491377
14077,106.87029267171353
14152,67.05894875977488
14178,58.34000527029622
14254,72.86972099814548
14310,85.56391317260628
14376,57.32760444232029
14459,88.85076532179835
14564,53.58611864747285
14821,65.7325894863878
14844,185.4865858168959
15156,77.87788739953746
15169,74.82991823541703
15170,64.61163623667231
15290,48.684802333761354
15382,84.04621752007046
15391,94.06865383685906
15418,78.9758331690284
15455,178.23746016155144
15569,45.0054963191272
15596,96.08384693155077
15677,72.27968907377483
15685,119.97642533072434
15732,87.94474552312127
15749,142.0386449450443
15774,67.29205448714144
15874,66.88963803549785
15912,37.412620192172646
16002,95.93774204552008
16036,40.18514430850087
16038,78.4457501136865
16278,70.94607409736433
16288,178.0426135815247
16335,110.02581801150797
16449,74.68511225995164
16465,85.06027517378624
16477,55.2524667649095
16510,63.40095615952872
16543,103.32836360384057
16612,86.04015625543062
16625,73.28532922429793
16688,116.54548209289919
16857,39.22379601947164
16996,81.2065030710631
17064,40.936994119990594
17130,46.69316521692147
17171,130.80479405403798
17202,58.94953119612384
