itemId,Ymax
18,1111.1464046808605
19,685.57275901034
33,638.3614534924216
62,1249.8367069697767
114,758.7496154232085
146,872.545167186445
156,894.688749500398
163,464.20388699062477
164,621.167349350868
179,721.4894170066079
186,1509.1238988211169
215,1020.6510780351557
225,751.6843028667959
227,1410.670884097613
247,732.3892157584551
275,921.2943246365609
311,1047.7980870389542
399,1052.3198979638626
421,1040.6062317071567
432,1000.2348327249226
442,795.3775985120105
459,470.06839004640784
492,1226.2776497945533
507,779.7502799485671
631,1124.7479752496533
707,838.3531995880298
723,741.3753454516191
1003,766.7892754431023
1065,1070.4207101906914
1136,1300.8985999044073
1187,1147.659508317888
1202,912.9730683644921
1216,1058.280430958559
1263,1240.7159023199436
1279,707.6569947024404
1293,691.1660835008116
1306,603.8640915955307
1314,1254.0122837110566
1323,782.1480624308304
1364,983.7364979312746
1384,523.9798176186304
1406,942.0800780598097
1408,1029.1180808779027
1425,902.1426187118288
1476,843.5159436492072
1508,1080.1635592177356
1534,980.3130597419167
1542,1138.795840600503
1565,819.3637686753041
1582,580.4653316098662
1620,943.3300682090627
1650,707.1886160573854
1729,1035.1462927559382
1748,783.371201723842
1892,779.2040787565124
2075,701.9336898599885
2081,517.3062389658139
2226,1237.9849986096333
2276,890.8083765144629
2288,588.4655771621249
2381,856.246697856138
2434,940.2664997330135
2440,911.1288776241367
2476,650.5650022121229
2513,597.2895542512715
2528,639.5101440198043
2644,803.4235468381772
2669,917.9539338558875
2724,672.7893596679942
2740,776.584961413113
2766,847.192195361641
2807,1208.8040321798824
2869,533.0196742616788
2874,675.7763868638666
2949,1113.6354616223632
3028,877.3292555923472
3079,435.661101192557
3110,952.0299045753512
3232,550.4119360579078
3252,1258.8515096676706
3301,1109.510440396673
3357,719.2251735591789
3419,1252.8937197484627
3449,1155.4170638179776
3665,1058.09098204077
3747,1023.0799394027637
3769,861.5300369225404
3770,813.0529725134127
3864,671.977978018477
3895,675.8935883107827
4033,795.100815354409
4034,644.8515027217841
4063,1138.3476536157873
4099,1111.3264665468728
4192,1094.2090137542289
4195,1529.113630825616
4294,1116.6495188567928
4396,1102.3681100015608
4462,1438.1004949985895
4585,786.5142435095538
4592,922.0336949896765
4593,805.3990105185948
4625,631.2866880743948
4673,646.5762491249532
4682,796.9572181294435
4693,1031.3419147521763
4724,679.1914592882482
4790,919.9506650063258
4997,1572.981333812951
5066,641.9327037501137
5100,674.4920281995644
5142,1018.6494885439583
5143,1196.077999835994
5225,894.0131466155393
5236,875.1077957863581
5271,1008.2246362588091
5314,978.8335163029648
5332,1219.622206732824
5361,629.6365124238708
5380,577.0668103024941
5383,719.0711824555298
5461,691.166507332123
5489,674.639472295043
5496,1085.418704161345
5520,925.7044411414848
5568,910.7665010904255
5588,1316.784842391681
5620,658.5329259616756
5681,621.4362062541497
5692,689.6158753069255
5704,1187.5764086843499
5740,955.001860577144
5747,680.8598208360054
5856,799.8113807372793
5913,643.290982434493
5970,533.7093813448079
6109,1584.2350068063456
6163,906.9337627349851
6244,1163.8043816570635
6254,705.7403665203187
6516,864.2816399081089
6520,1187.5601581115714
6544,787.895325380264
6658,683.8607146472795
6668,1184.7623011289566
6770,1622.9021124756368
6821,1388.7504337357486
6822,1080.8302188460636
6853,813.5778661330137
7133,649.4646735490896
7279,756.3795967820242
7318,956.5954508858781
7384,1108.8726725292777
7418,670.7353710416203
7448,996.4754666313794
7506,943.7072660805255
7581,537.1090936651635
7629,831.870967312575
7683,660.1388894588962
7693,1185.6222661812587
7778,1091.6739019238614
7838,699.9511459898847
7856,407.2493300982842
7884,1097.1091980824867
7888,773.6701673201183
7939,720.0390800064919
7989,1025.1013531977044
8065,1637.1241962435784
8108,880.9386514496202
8126,924.8973991842493
8182,1118.0653467294785
8189,1518.7871858209946
8199,585.2891104544243
8200,768.225835132596
8204,464.58083680389336
8280,1068.8685974226357
8319,879.7592109495713
8358,390.6258066479629
8446,930.8245050780467
8465,660.0532508077567
8490,953.6831723662118
8516,616.8658035627304
8562,832.9325126579697
8578,976.292431680155
8610,694.3141675615564
8647,1116.4407479608103
8761,925.0497759346672
8799,1177.0516017192845
8841,887.466132503497
8937,663.7290592724441
8948,952.8852298631028
8950,881.0206380440281
8955,754.851563871468
9098,672.8487789453998
9216,785.9380301446188
9306,647.8708704575708
9444,903.2961989913665
9489,1093.0807800539967
9539,1131.740838732645
9606,809.9586673643323
9628,730.9280976545328
9762,1191.5009348399665
9842,878.2933483937079
9893,555.473701532954
9951,855.0294703708407
10052,1177.7452248861855
10195,570.9552791106162
10280,1368.9144746661032
10339,630.079166808294
10532,1217.5322785968742
10634,645.746664388522
10712,983.6628925473608
10723,1193.8553245198807
10820,625.1541668293642
10864,1232.2282817264813
10913,630.0480424713193
10983,1014.0487326798434
11147,1028.4918087736773
11211,846.4118533937498
11275,631.5849720559597
11365,798.4714879937565
11380,1111.236916097919
11410,1092.4335558757193
11463,1019.9484523856445
11468,405.26801700275576
11612,1461.4224212868503
11735,767.4350688257637
11736,1000.4315126953445
11913,777.661663193298
12249,1208.2991906293605
12275,402.8826146962348
12283,839.6351149415432
12300,1405.4273131277946
12448,1081.681096634207
12504,1603.4716669602344
12545,740.4388061053539
12559,772.1930157533394
12662,867.0493761033763
12851,952.2313981029023
13115,1196.6649150064754
13156,598.6046034380237
13162,1427.2715895827855
13288,610.5697445578124
13369,1176.6883048760192
13413,647.061711734879
13457,1286.0758893024708
13515,957.9275324288976
13593,709.095211364237
13610,1535.5448730807586
13720,1276.2611045394863
13751,583.0933584963384
13884,887.5208345991141
13921,1137.7370575177927
14033,524.8798377886541
14077,814.1862963087176
14152,788.8511243106559
14178,903.6830682356069
14254,1014.516014414372
14310,1237.8424498472668
14376,895.8153036921893
14459,820.1754503027819
14564,777.9057120379114
14821,631.3413179371903
14844,1011.3413823595527
15156,1513.6312627144357
15169,1010.2855212816303
15170,750.4050256175439
15290,923.5645130796505
15382,696.5858816209002
15391,842.7626848945176
15418,1059.5302968413644
15455,1299.0444654656678
15569,962.5399974727891
15596,1229.6990085411771
15677,952.3843609725807
15685,1374.0177834570584
15732,974.7559385152869
15749,904.4453928969199
15774,902.390266407448
15874,831.4750357105081
15912,660.4216587915641
16002,1094.0356679083839
16036,818.5639158528002
16038,791.8835591208868
16278,689.6638014537382
16288,741.8749204800441
16335,694.8583372166927
